PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,PlayResult,RelSpeed,Runner
40,2026/2/3,3,1,石島,Right,"Nakamura, Rioto",Right,0,0,0,Fastball,InPlay,Out,131,1.2
41,2026/2/3,4,1,石島,Right,"Tokumaru, Kaisei",Left,1,0,0,Fastball,FoulBallFieldable,,134,2.3
42,2026/2/3,4,2,石島,Right,"Tokumaru, Kaisei",Left,1,0,1,Slider,StrikeCalled,,126,2.3
43,2026/2/3,4,3,石島,Right,"Tokumaru, Kaisei",Left,1,0,2,Fastball,BallCalled,,137,2.3
44,2026/2/3,4,4,石島,Right,"Tokumaru, Kaisei",Left,1,1,2,Slider,FoulBallFieldable,,125,2.3
45,2026/2/3,4,5,石島,Right,"Tokumaru, Kaisei",Left,1,1,2,Fastball,InPlay,Out,135,2.3
46,2026/2/3,5,1,石島,Right,"Yuasa, Ousuke",Right,2,0,0,Fastball,BallCalled,,134,1.3
47,2026/2/3,5,2,石島,Right,"Yuasa, Ousuke",Right,2,1,0,Fastball,InPlay,Out,134,1.3
48,2026/2/3,1,1,石島,Right,"Nakamura, Rioto",Right,0,0,0,Fastball,InPlay,Out,134,
1,2026/2/3,1,1,西山,Right,"Suda, Yuki",Left,0,0,0,Fastball,BallCalled,,135,
2,2026/2/3,1,2,西山,Right,"Suda, Yuki",Left,0,1,0,Fastball,StrikeCalled,,130,
3,2026/2/3,1,3,西山,Right,"Suda, Yuki",Left,0,1,1,Fastball,BallCalled,,138,
4,2026/2/3,1,4,西山,Right,"Suda, Yuki",Left,0,2,1,Splitter,InPlay,Single,127,
5,2026/2/3,2,1,西山,Right,"Yamane, Juntaro",Right,0,0,0,Fastball,StrikeCalled,,127,1
6,2026/2/3,2,2,西山,Right,"Yamane, Juntaro",Right,0,0,1,Fastball,BallCalled,,129,1
7,2026/2/3,2,3,西山,Right,"Yamane, Juntaro",Right,0,1,1,Fastball,StrikeCalled,,134,1
8,2026/2/3,2,4,西山,Right,"Yamane, Juntaro",Right,0,1,2,Slider,BallCalled,,118,2
9,2026/2/3,2,5,西山,Right,"Yamane, Juntaro",Right,0,2,2,Fastball,FoulBallFieldable,,139,2
10,2026/2/3,2,6,西山,Right,"Yamane, Juntaro",Right,0,2,2,Fastball,InPlay,Out,139,2
11,2026/2/3,3,1,西山,Right,"Okanishi, Yuya",Left,1,0,0,Curveball,StrikeCalled,,107,3
12,2026/2/3,3,2,西山,Right,"Okanishi, Yuya",Left,1,0,1,Splitter,FoulBallFieldable,,123,3
13,2026/2/3,3,3,西山,Right,"Okanishi, Yuya",Left,1,0,2,Fastball,FoulBallFieldable,,141,3
14,2026/2/3,3,4,西山,Right,"Okanishi, Yuya",Left,1,0,2,Fastball,InPlay,Out,125,3
15,2026/2/3,4,1,西山,Right,"Terao, Kensei",Right,2,0,0,Fastball,StrikeCalled,,140,
16,2026/2/3,4,2,西山,Right,"Terao, Kensei",Right,2,0,1,Curveball,InPlay,Out,87,
17,2026/2/3,1,1,西山,Right,"Ogata, Mikito",Left,0,0,0,Curveball,BallCalled,,102,
18,2026/2/3,1,2,西山,Right,"Ogata, Mikito",Left,0,1,0,Fastball,StrikeSwinging,,143,
19,2026/2/3,1,3,西山,Right,"Ogata, Mikito",Left,0,1,1,Slider,InPlay,Out,129,
20,2026/2/3,2,1,西山,Right,"Takahashi, Hiroto",Right,1,0,0,Curveball,StrikeCalled,,97,
21,2026/2/3,2,2,西山,Right,"Takahashi, Hiroto",Right,1,0,1,Fastball,FoulBallFieldable,,141,
22,2026/2/3,2,3,西山,Right,"Takahashi, Hiroto",Right,1,0,2,Fastball,BallCalled,,141,
23,2026/2/3,2,4,西山,Right,"Takahashi, Hiroto",Right,1,1,2,Slider,BallCalled,,120,
24,2026/2/3,2,5,西山,Right,"Takahashi, Hiroto",Right,1,2,2,Fastball,FoulBallFieldable,,125,
25,2026/2/3,2,6,西山,Right,"Takahashi, Hiroto",Right,1,2,2,Fastball,InPlay,Out,139,
26,2026/2/3,3,1,西山,Right,"Nakamura, Rioto",Right,2,0,0,Fastball,StrikeCalled,,140,
27,2026/2/3,3,2,西山,Right,"Nakamura, Rioto",Right,2,0,1,Curveball,StrikeCalled,,72,
28,2026/2/3,3,3,西山,Right,"Nakamura, Rioto",Right,2,0,2,Fastball,BallCalled,,140,
29,2026/2/3,3,4,西山,Right,"Nakamura, Rioto",Right,2,1,2,Slider,BallCalled,,120,
30,2026/2/3,3,5,西山,Right,"Nakamura, Rioto",Right,2,2,2,Fastball,InPlay,Out,135,
31,2026/2/3,1,1,西山,Right,"Sato, Kanya",Left,0,0,0,Fastball,StrikeSwinging,,117,
32,2026/2/3,1,2,西山,Right,"Sato, Kanya",Left,0,0,1,Slider,InPlay,Out,123,
33,2026/2/3,2,1,西山,Right,"Tokumaru, Kaisei",Left,1,0,0,Fastball,BallCalled,,140,
34,2026/2/3,2,2,西山,Right,"Tokumaru, Kaisei",Left,1,1,0,Fastball,StrikeCalled,,118,
35,2026/2/3,2,3,西山,Right,"Tokumaru, Kaisei",Left,1,1,1,Fastball,StrikeCalled,,140,
36,2026/2/3,2,4,西山,Right,"Tokumaru, Kaisei",Left,1,1,2,Slider,BallCalled,,124,
37,2026/2/3,2,5,西山,Right,"Tokumaru, Kaisei",Left,1,2,2,Fastball,FoulBallFieldable,,140,
38,2026/2/3,2,6,西山,Right,"Tokumaru, Kaisei",Left,1,2,2,Splitter,StrikeSwinging,Out,123,
39,2026/2/3,3,1,西山,Right,"Yuasa, Ousuke",Right,2,0,0,Curveball,BallCalled,,98,
40,2026/2/3,3,2,西山,Right,"Yuasa, Ousuke",Right,2,1,0,Fastball,StrikeCalled,,136,
41,2026/2/3,3,3,西山,Right,"Yuasa, Ousuke",Right,2,1,1,Fastball,BallCalled,,139,
42,2026/2/3,3,4,西山,Right,"Yuasa, Ousuke",Right,2,2,1,Fastball,FoulBallFieldable,,143,
43,2026/2/3,3,5,西山,Right,"Yuasa, Ousuke",Right,2,2,2,Curveball,FoulBallFieldable,,83,
44,2026/2/3,3,6,西山,Right,"Yuasa, Ousuke",Right,2,2,2,Slider,InPlay,Single,126,
1,2026/2/3,1,1,山田翔,Left,"Nakamura, Shunei",Left,0,0,0,Fastball,StrikeCalled,,131,
2,2026/2/3,1,2,山田翔,Left,"Nakamura, Shunei",Left,0,0,1,Fastball,FoulBallFieldable,,132,
3,2026/2/3,1,3,山田翔,Left,"Nakamura, Shunei",Left,0,0,2,Slider,StrikeSwinging,Out,117,
4,2026/2/3,2,1,山田翔,Left,"Nagata, Hyuga",Right,1,0,0,Fastball,BallCalled,,129,
5,2026/2/3,2,2,山田翔,Left,"Nagata, Hyuga",Right,1,1,0,Fastball,BallCalled,,130,
6,2026/2/3,2,3,山田翔,Left,"Nagata, Hyuga",Right,1,2,0,Fastball,BallCalled,,130,
7,2026/2/3,2,4,山田翔,Left,"Nagata, Hyuga",Right,1,3,0,Fastball,BallCalled,Undefined,130,
8,2026/2/3,3,1,山田翔,Left,"Kaneko, Daichi",Right,1,0,0,Fastball,StrikeCalled,,130,1
9,2026/2/3,3,2,山田翔,Left,"Kaneko, Daichi",Right,2,0,1,Slider,BallCalled,,119,
10,2026/2/3,3,3,山田翔,Left,"Kaneko, Daichi",Right,2,1,1,Fastball,BallCalled,,131,
11,2026/2/3,3,4,山田翔,Left,"Kaneko, Daichi",Right,2,2,1,Fastball,StrikeCalled,,131,
12,2026/2/3,3,5,山田翔,Left,"Kaneko, Daichi",Right,2,2,2,Fastball,BallCalled,,134,
13,2026/2/3,3,6,山田翔,Left,"Kaneko, Daichi",Right,2,3,2,Fastball,BallCalled,Undefined,131,
14,2026/2/3,4,1,山田翔,Left,"Okoshi, Rui",Right,2,0,0,Fastball,BallCalled,,131,1
15,2026/2/3,4,2,山田翔,Left,"Okoshi, Rui",Right,2,1,0,Slider,StrikeCalled,,119,1
16,2026/2/3,4,3,山田翔,Left,"Okoshi, Rui",Right,2,1,1,Slider,BallCalled,,116,1
17,2026/2/3,4,4,山田翔,Left,"Okoshi, Rui",Right,2,2,1,Fastball,BallCalled,,132,2
18,2026/2/3,4,5,山田翔,Left,"Okoshi, Rui",Right,2,3,1,Fastball,BallCalled,,131,2
19,2026/2/3,4,6,山田翔,Left,"Okoshi, Rui",Right,2,3,1,Fastball,StrikeCalled,Out,131,2
20,2026/2/3,1,1,山田翔,Left,"Mito, Souta",Left,0,0,0,Slider,BallCalled,,110,
21,2026/2/3,1,2,山田翔,Left,"Mito, Souta",Left,0,1,0,Fastball,StrikeCalled,,129,
22,2026/2/3,1,3,山田翔,Left,"Mito, Souta",Left,0,1,1,Fastball,BallCalled,,130,
23,2026/2/3,1,4,山田翔,Left,"Mito, Souta",Left,0,2,1,Fastball,BallCalled,,130,
24,2026/2/3,1,5,山田翔,Left,"Mito, Souta",Left,0,3,1,Fastball,StrikeCalled,,130,
25,2026/2/3,1,6,山田翔,Left,"Mito, Souta",Left,0,3,2,Fastball,InPlay,Single,129,
26,2026/2/3,2,1,山田翔,Left,"Sakaguchi, Yuta",Right,0,0,0,Fastball,InPlay,Out,128,1
27,2026/2/3,3,1,山田翔,Left,"Shimo, Yuta",Right,1,0,0,Fastball,BallCalled,,130,2
28,2026/2/3,3,2,山田翔,Left,"Shimo, Yuta",Right,1,1,0,Fastball,BallCalled,,131,2
29,2026/2/3,3,3,山田翔,Left,"Shimo, Yuta",Right,1,2,0,Fastball,FoulBallFieldable,,129,2
30,2026/2/3,3,4,山田翔,Left,"Shimo, Yuta",Right,1,2,1,Fastball,BallCalled,,131,2
31,2026/2/3,3,5,山田翔,Left,"Shimo, Yuta",Right,1,3,1,Fastball,BallCalled,Undefined,130,2
32,2026/2/3,4,1,山田翔,Left,"Kurosu, Shintaro",Left,1,0,0,Fastball,BallCalled,,129,1.3
33,2026/2/3,4,2,山田翔,Left,"Kurosu, Shintaro",Left,1,1,0,Fastball,BallCalled,,129,2.3
34,2026/2/3,4,3,山田翔,Left,"Kurosu, Shintaro",Left,1,2,0,Slider,BallCalled,,117,2.3
35,2026/2/3,4,4,山田翔,Left,"Kurosu, Shintaro",Left,1,3,0,Fastball,BallCalled,Undefined,130,2.3
36,2026/2/3,5,1,山田翔,Left,"Hosotani, Shunsuke",Left,1,0,0,Fastball,BallCalled,,131,
37,2026/2/3,5,2,山田翔,Left,"Hosotani, Shunsuke",Left,1,1,0,Slider,StrikeCalled,,117,
38,2026/2/3,5,3,山田翔,Left,"Hosotani, Shunsuke",Left,1,1,1,Fastball,BallCalled,,131,
39,2026/2/3,5,4,山田翔,Left,"Hosotani, Shunsuke",Left,1,2,1,Fastball,BallCalled,,130,
40,2026/2/3,5,5,山田翔,Left,"Hosotani, Shunsuke",Left,1,3,1,Fastball,InPlay,Out,132,
41,2026/2/3,6,1,山田翔,Left,"Komuro, Souta",Right,2,0,0,Fastball,BallCalled,,131,2.3
42,2026/2/3,6,2,山田翔,Left,"Komuro, Souta",Right,2,1,0,Fastball,InPlay,Out,131,2.3
43,2026/2/3,1,1,山田翔,Left,"Nagata, Hyuga",Right,0,0,0,Curveball,BallCalled,,108,
44,2026/2/3,1,2,山田翔,Left,"Nagata, Hyuga",Right,0,1,0,Fastball,BallCalled,,128,
45,2026/2/3,1,3,山田翔,Left,"Nagata, Hyuga",Right,0,2,0,Fastball,InPlay,Out,127,
46,2026/2/3,2,1,山田翔,Left,"Kaneko, Daichi",Right,1,0,0,Fastball,BallCalled,,131,
47,2026/2/3,2,2,山田翔,Left,"Kaneko, Daichi",Right,1,1,0,Fastball,FoulBallFieldable,,128,
48,2026/2/3,2,3,山田翔,Left,"Kaneko, Daichi",Right,1,1,1,Fastball,BallCalled,,130,
49,2026/2/3,2,4,山田翔,Left,"Kaneko, Daichi",Right,1,2,1,Fastball,StrikeCalled,,130,
50,2026/2/3,2,5,山田翔,Left,"Kaneko, Daichi",Right,1,2,2,Fastball,BallCalled,,132,
51,2026/2/3,2,6,山田翔,Left,"Kaneko, Daichi",Right,1,3,2,Fastball,BallCalled,Undefined,130,
52,2026/2/3,3,1,山田翔,Left,"Sakaguchi, Yuta",Right,1,0,0,Fastball,InPlay,Out,127,1
53,2026/2/3,4,1,山田翔,Left,"Shimo, Yuta",Right,2,0,0,Fastball,BallCalled,,124,1
54,2026/2/3,4,2,山田翔,Left,"Shimo, Yuta",Right,2,1,0,Fastball,InPlay,Out,128,1
55,2026/2/3,1,1,山田翔,Left,"Kurosu, Shintaro",Left,0,0,0,Fastball,StrikeCalled,,128,
56,2026/2/3,1,2,山田翔,Left,"Kurosu, Shintaro",Left,0,0,1,Fastball,FoulBallFieldable,,129,
57,2026/2/3,1,3,山田翔,Left,"Kurosu, Shintaro",Left,0,0,2,Fastball,BallCalled,,131,
58,2026/2/3,1,4,山田翔,Left,"Kurosu, Shintaro",Left,0,1,2,Slider,StrikeCalled,Out,117,
59,2026/2/3,2,1,山田翔,Left,"Kaneko, Daichi",Right,1,0,0,Fastball,BallCalled,,131,
60,2026/2/3,2,2,山田翔,Left,"Kaneko, Daichi",Right,1,1,0,Fastball,InPlay,Out,130,
1,2026/2/3,1,1,岡村,Right,"Nakamura, Shunei",Left,0,0,0,Curveball,BallCalled,,109,
2,2026/2/3,1,2,岡村,Right,"Nakamura, Shunei",Left,0,1,0,ChangeUp,StrikeCalled,,120,
3,2026/2/3,1,3,岡村,Right,"Nakamura, Shunei",Left,0,1,1,ChangeUp,BallCalled,,119,
4,2026/2/3,1,4,岡村,Right,"Nakamura, Shunei",Left,0,2,1,Fastball,StrikeSwinging,,131,
5,2026/2/3,1,5,岡村,Right,"Nakamura, Shunei",Left,0,2,2,Fastball,BallCalled,,134,
6,2026/2/3,1,6,岡村,Right,"Nakamura, Shunei",Left,0,3,2,ChangeUp,BallCalled,Undefined,121,
7,2026/2/3,2,1,岡村,Right,"Nagata, Hyuga",Right,0,0,0,Fastball,FoulBallFieldable,,130,1
8,2026/2/3,2,2,岡村,Right,"Nagata, Hyuga",Right,0,0,1,Fastball,InPlay,Out,130,1
9,2026/2/3,3,1,岡村,Right,"Kaneko, Daichi",Right,1,0,0,Fastball,StrikeCalled,,131,2
10,2026/2/3,3,2,岡村,Right,"Kaneko, Daichi",Right,1,0,1,Fastball,FoulBallFieldable,,133,2
11,2026/2/3,3,3,岡村,Right,"Kaneko, Daichi",Right,1,0,2,Curveball,FoulBallFieldable,,103,2
12,2026/2/3,3,4,岡村,Right,"Kaneko, Daichi",Right,1,0,2,Fastball,FoulBallFieldable,,134,2
13,2026/2/3,3,5,岡村,Right,"Kaneko, Daichi",Right,1,0,2,ChangeUp,StrikeSwinging,Out,120,2
14,2026/2/3,4,1,岡村,Right,"Okoshi, Rui",Right,2,0,0,Curveball,FoulBallFieldable,,104,2
15,2026/2/3,4,2,岡村,Right,"Okoshi, Rui",Right,2,0,1,Fastball,InPlay,Out,132,2
16,2026/2/3,1,1,岡村,Right,"Mito, Souta",Left,0,0,0,Curveball,BallCalled,,,
17,2026/2/3,1,2,岡村,Right,"Mito, Souta",Left,0,1,0,Fastball,StrikeCalled,,,
18,2026/2/3,1,3,岡村,Right,"Mito, Souta",Left,0,1,1,Curveball,BallCalled,,103,
19,2026/2/3,1,4,岡村,Right,"Mito, Souta",Left,0,2,1,ChangeUp,BallCalled,,122,
20,2026/2/3,1,5,岡村,Right,"Mito, Souta",Left,0,3,1,Curveball,FoulBallFieldable,,106,
21,2026/2/3,1,6,岡村,Right,"Mito, Souta",Left,0,3,2,Fastball,FoulBallFieldable,,133,
22,2026/2/3,1,7,岡村,Right,"Mito, Souta",Left,0,3,2,Fastball,InPlay,Single,133,
23,2026/2/3,1,1,岡村,Right,"Sakaguchi, Yuta",Right,0,3,2,Fastball,FoulBallFieldable,,130,1
24,2026/2/3,1,2,岡村,Right,"Sakaguchi, Yuta",Right,0,3,2,Fastball,InPlay,Out,132,1
25,2026/2/3,2,1,岡村,Right,"Shimo, Yuta",Right,1,0,0,Curveball,BallCalled,,104,2
26,2026/2/3,2,2,岡村,Right,"Shimo, Yuta",Right,1,1,0,Fastball,StrikeCalled,,133,2
27,2026/2/3,2,3,岡村,Right,"Shimo, Yuta",Right,1,1,1,Fastball,InPlay,Single,133,2
28,2026/2/3,3,1,岡村,Right,"Kurosu, Shintaro",Left,1,0,0,Fastball,BallCalled,,133,1.3
29,2026/2/3,3,2,岡村,Right,"Kurosu, Shintaro",Left,1,1,0,Fastball,BallCalled,,133,1.3
30,2026/2/3,3,3,岡村,Right,"Kurosu, Shintaro",Left,1,2,0,ChangeUp,InPlay,Out,123,1.3
31,2026/2/3,4,1,岡村,Right,"Hosotani, Shunsuke",Left,2,0,0,Curveball,BallCalled,,103,2
32,2026/2/3,4,2,岡村,Right,"Hosotani, Shunsuke",Left,2,1,0,ChangeUp,BallCalled,,119,2
33,2026/2/3,4,3,岡村,Right,"Hosotani, Shunsuke",Left,2,2,0,Fastball,InPlay,Out,132,2
34,2026/2/3,1,1,岡村,Right,"Komuro, Souta",Right,0,0,0,ChangeUp,BallCalled,,131,
35,2026/2/3,1,2,岡村,Right,"Komuro, Souta",Right,0,1,0,Fastball,StrikeCalled,,131,
36,2026/2/3,1,3,岡村,Right,"Komuro, Souta",Right,0,1,1,Fastball,InPlay,Out,131,
37,2026/2/3,2,1,岡村,Right,"Nakamura, Shunei",Left,1,0,0,ChangeUp,StrikeCalled,,120,
38,2026/2/3,2,2,岡村,Right,"Nakamura, Shunei",Left,1,0,1,Curveball,FoulBallFieldable,,102,
39,2026/2/3,2,3,岡村,Right,"Nakamura, Shunei",Left,1,0,2,Fastball,BallCalled,,135,
40,2026/2/3,2,4,岡村,Right,"Nakamura, Shunei",Left,1,1,2,Fastball,InPlay,Out,133,
41,2026/2/3,3,1,岡村,Right,"Nagata, Hyuga",Right,2,0,0,Curveball,BallCalled,,104,
42,2026/2/3,3,2,岡村,Right,"Nagata, Hyuga",Right,2,1,0,Curveball,BallCalled,,106,
43,2026/2/3,3,3,岡村,Right,"Nagata, Hyuga",Right,2,2,0,Fastball,BallCalled,,129,
44,2026/2/3,3,4,岡村,Right,"Nagata, Hyuga",Right,2,3,0,Fastball,StrikeCalled,,130,
45,2026/2/3,3,5,岡村,Right,"Nagata, Hyuga",Right,2,3,1,Fastball,BallCalled,Undefined,130,
46,2026/2/3,4,1,岡村,Right,"Sakaguchi, Yuta",Right,2,0,0,Fastball,InPlay,Single,131,1
47,2026/2/3,5,1,岡村,Right,"Nagata, Hyuga",Right,2,0,0,Fastball,BallCalled,,130,1.2
48,2026/2/3,5,2,岡村,Right,"Nagata, Hyuga",Right,2,1,0,Fastball,InPlay,Single,128,1.2
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,?
