PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,RelSpeed,PlayResult,TaggedHitType,
9,2026/8/9,2,3,岩﨑龍,Left,五木,Right,0,2,0,Fastball,InPlay,,Single,GroundBall,
10,2026/8/9,3,1,岩﨑龍,Left,井出,Left,0,0,1,Fastball,BallCalled,,,,
11,2026/8/9,3,2,岩﨑龍,Left,井出,Left,0,1,1,Fastball,StrikeCalled,,,,
12,2026/8/9,3,3,岩﨑龍,Left,井出,Left,0,1,2,Cutter,StrikeSwinging,,Strikeout,,
13,2026/8/9,4,1,岩﨑龍,Left,新井,Left,1,0,0,Fastball,BallCalled,,,,
14,2026/8/9,4,2,岩﨑龍,Left,新井,Left,1,1,0,Fastball,BallCalled,,,,
15,2026/8/9,4,3,岩﨑龍,Left,新井,Left,1,2,0,Fastball,InPlay,,Sacrifice,FlyBall,
16,2026/8/9,5,1,岩﨑龍,Left,高崎,Right,2,0,0,Fastball,InPlay,,Out,FlyBall,
1,2026/8/9,1,1,矢後,Right,箭原,Left,0,0,0,Fastball,StrikeCalled,,,,
2,2026/8/9,1,2,矢後,Right,箭原,Left,0,0,1,Fastball,FoulBallFieldable,,,,
3,2026/8/9,1,3,矢後,Right,箭原,Left,0,0,2,Fastball,FoulBallFieldable,,,,
4,2026/8/9,1,4,矢後,Right,箭原,Left,0,0,2,Fastball,BallCalled,,,,
5,2026/8/9,1,5,矢後,Right,箭原,Left,0,1,2,Fastball,InPlay,,Out,FlyBall,
6,2026/8/9,2,1,矢後,Right,前田,Left,1,0,0,Fastball,InPlay,,Single,LineDrive,
7,2026/8/9,3,1,矢後,Right,笠尾,Right,1,0,0,Fastball,InPlay,,Out,FlyBall,
8,2026/8/9,4,1,矢後,Right,野田,Left,2,0,0,Fastball,BallCalled,,,,
9,2026/8/9,4,2,矢後,Right,野田,Left,2,1,0,Fastball,BallCalled,,,,
10,2026/8/9,4,3,矢後,Right,野田,Left,2,2,0,Fastball,StrikeCalled,,,,
11,2026/8/9,4,4,矢後,Right,野田,Left,2,2,1,Fastball,BallCalled,,,,
12,2026/8/9,4,5,矢後,Right,野田,Left,2,3,1,Fastball,StrikeCalled,,,,
13,2026/8/9,4,6,矢後,Right,野田,Left,2,3,2,Fastball,InPlay,,Out,FlyBall,
