PitchNo,Date,PAofInning,PitchofPA,Pitcher,PitcherThrows,Batter,BatterSide,Outs,Balls,Strikes,TaggedPitchType,PitchCall,PlayResult,RelSpeed,Runner
28,2026/2/1,3,5,越井,Right,"Nakamura, Rioto",Right,2,2,2,Fastball,InPlay,Out,143,0
29,2026/2/1,1,1,越井,Right,"Mito, Sota",Left,0,0,0,Fastball,BallCalled,,139,0
30,2026/2/1,1,2,越井,Right,"Mito, Sota",Left,0,1,0,Fastball,StrikeCalled,,142,0
31,2026/2/1,1,3,越井,Right,"Mito, Sota",Left,0,1,1,Fastball,StrikeCalled,,141,0
32,2026/2/1,1,4,越井,Right,"Mito, Sota",Left,0,1,2,Fastball,BallCalled,,142,0
33,2026/2/1,1,5,越井,Right,"Mito, Sota",Left,0,2,2,Cutter,FoulBallFieldable,,127,0
34,2026/2/1,1,6,越井,Right,"Mito, Sota",Left,0,2,2,Fastball,FoulBallFieldable,,143,0
35,2026/2/1,1,7,越井,Right,"Mito, Sota",Left,0,2,2,Fastball,InPlay,Out,142,0
36,2026/2/1,2,1,越井,Right,"Nagata, Hyuga",Right,1,0,0,Cutter,BallCalled,,126,0
37,2026/2/1,2,2,越井,Right,"Nagata, Hyuga",Right,1,1,0,Fastball,StrikeCalled,,141,0
38,2026/2/1,2,3,越井,Right,"Nagata, Hyuga",Right,1,1,1,Fastball,StrikeCalled,,143,0
39,2026/2/1,2,4,越井,Right,"Nagata, Hyuga",Right,1,1,2,Cutter,BallCalled,,127,0
40,2026/2/1,2,5,越井,Right,"Nagata, Hyuga",Right,1,2,2,Fastball,StrikeSwinging,Out,144,0
41,2026/2/1,3,1,越井,Right,"Kaneko, Daichi",Right,2,0,0,Fastball,StrikeCalled,,144,0
42,2026/2/1,3,2,越井,Right,"Kaneko, Daichi",Right,2,0,1,Cutter,FoulBallFieldable,,127,0
43,2026/2/1,3,3,越井,Right,"Kaneko, Daichi",Right,2,0,2,Slider,FoulBallFieldable,,114,0
44,2026/2/1,3,4,越井,Right,"Kaneko, Daichi",Right,2,0,2,Splitter,BallCalled,,126,0
45,2026/2/1,3,5,越井,Right,"Kaneko, Daichi",Right,2,1,2,Fastball,StrikeSwinging,Out,143,0
1,2026/2/1,1,1,安田,Right,"Suda, Yuki",Left,0,0,0,Curveball,StrikeCalled,,105,0
2,2026/2/1,1,2,安田,Right,"Suda, Yuki",Left,0,0,1,Cutter,StrikeSwinging,,119,0
3,2026/2/1,1,3,安田,Right,"Suda, Yuki",Left,0,0,2,ChangeUp,FoulBallFieldable,,115,0
4,2026/2/1,1,4,安田,Right,"Suda, Yuki",Left,0,0,2,ChangeUp,FoulBallFieldable,,115,0
5,2026/2/1,1,5,安田,Right,"Suda, Yuki",Left,0,0,2,Slider,BallCalled,,113,0
6,2026/2/1,1,6,安田,Right,"Suda, Yuki",Left,0,1,2,Fastball,BallCalled,,138,0
7,2026/2/1,1,7,安田,Right,"Suda, Yuki",Left,0,2,2,Slider,BallCalled,,122,0
8,2026/2/1,1,8,安田,Right,"Suda, Yuki",Left,0,3,2,ChangeUp,InPlay,Out,122,0
9,2026/2/1,2,1,安田,Right,"Yamane, Juntaro",Right,1,0,0,Fastball,FoulBallFieldable,,136,0
10,2026/2/1,2,2,安田,Right,"Yamane, Juntaro",Right,1,0,1,Curveball,BallCalled,,109,0
11,2026/2/1,2,3,安田,Right,"Yamane, Juntaro",Right,1,1,1,Fastball,StrikeCalled,,136,0
12,2026/2/1,2,4,安田,Right,"Yamane, Juntaro",Right,1,1,2,Fastball,FoulBallFieldable,,138,0
13,2026/2/1,2,5,安田,Right,"Yamane, Juntaro",Right,1,1,2,Cutter,BallCalled,,124,0
14,2026/2/1,2,6,安田,Right,"Yamane, Juntaro",Right,1,2,2,Fastball,InPlay,Single,138,0
15,2026/2/1,3,1,安田,Right,"Okanishi, Yuya",Left,1,0,0,ChangeUp,StrikeCalled,,125,1
16,2026/2/1,3,2,安田,Right,"Okanishi, Yuya",Left,1,0,1,ChangeUp,FoulBallFieldable,,109,1
17,2026/2/1,3,3,安田,Right,"Okanishi, Yuya",Left,1,0,2,Cutter,BallCalled,,127,1
18,2026/2/1,3,4,安田,Right,"Okanishi, Yuya",Left,1,1,2,Fastball,BallCalled,,137,1
19,2026/2/1,3,5,安田,Right,"Okanishi, Yuya",Left,1,2,2,ChangeUp,FoulBallFieldable,,120,1
20,2026/2/1,3,6,安田,Right,"Okanishi, Yuya",Left,1,2,2,ChangeUp,InPlay,Single,122,1
21,2026/2/1,4,1,安田,Right,"Terao, Kensei",Right,1,0,0,Curveball,BallCalled,,111,1.3
22,2026/2/1,4,2,安田,Right,"Terao, Kensei",Right,1,1,0,ChangeUp,FoulBallFieldable,,121,1.3
23,2026/2/1,4,3,安田,Right,"Terao, Kensei",Right,1,1,1,Slider,BallCalled,,119,1.3
24,2026/2/1,4,4,安田,Right,"Terao, Kensei",Right,1,2,1,Fastball,InPlay,Out,135,1.3
25,2026/2/1,5,1,安田,Right,"Ogata, Mikito",Left,2,0,0,Fastball,BallCalled,,137,1
26,2026/2/1,5,2,安田,Right,"Ogata, Mikito",Left,2,1,0,Fastball,BallCalled,,138,1
27,2026/2/1,5,3,安田,Right,"Ogata, Mikito",Left,2,2,0,ChangeUp,BallCalled,,124,1
28,2026/2/1,5,4,安田,Right,"Ogata, Mikito",Left,2,3,0,ChangeUp,StrikeCalled,,122,2
29,2026/2/1,5,5,安田,Right,"Ogata, Mikito",Left,2,3,1,ChangeUp,StrikeCalled,,118,2
30,2026/2/1,5,6,安田,Right,"Ogata, Mikito",Left,2,3,2,ChangeUp,FoulBallFieldable,,122,2
31,2026/2/1,5,7,安田,Right,"Ogata, Mikito",Left,2,3,2,ChangeUp,BallCalled,Undefined,120,2
32,2026/2/1,6,1,安田,Right,"Nakamura, Rioto",Right,2,0,0,Fastball,StrikeCalled,,137,1.2
33,2026/2/1,6,2,安田,Right,"Nakamura, Rioto",Right,2,0,1,Slider,StrikeSwinging,,121,1.2
34,2026/2/1,6,3,安田,Right,"Nakamura, Rioto",Right,2,0,2,ChangeUp,StrikeSwinging,Out,111,1.2
35,2026/2/1,1,1,安田,Right,"Mito, Sota",Left,0,0,0,Fastball,StrikeCalled,,137,0
36,2026/2/1,1,2,安田,Right,"Mito, Sota",Left,0,0,1,Fastball,StrikeCalled,,140,0
37,2026/2/1,1,3,安田,Right,"Mito, Sota",Left,0,0,2,Fastball,FoulBallFieldable,,143,0
38,2026/2/1,1,4,安田,Right,"Mito, Sota",Left,0,0,2,ChangeUp,FoulBallFieldable,,125,0
39,2026/2/1,1,5,安田,Right,"Mito, Sota",Left,0,0,2,ChangeUp,FoulBallFieldable,,97,0
40,2026/2/1,1,6,安田,Right,"Mito, Sota",Left,0,0,2,Fastball,FoulBallFieldable,,141,0
41,2026/2/1,1,7,安田,Right,"Mito, Sota",Left,0,0,2,Fastball,BallCalled,,142,0
42,2026/2/1,1,8,安田,Right,"Mito, Sota",Left,0,1,2,Slider,InPlay,Single,120,0
43,2026/2/1,2,1,安田,Right,"Nagata, Hyuga",Right,0,0,0,Fastball,InPlay,Sacrifice,133,1
44,2026/2/1,3,1,安田,Right,"Kaneko, Daichi",Right,1,0,0,ChangeUp,InPlay,Out,123,2
45,2026/2/1,4,1,安田,Right,"Ogata, Mikito",Left,2,0,0,Curveball,BallCalled,,107,3
46,2026/2/1,4,2,安田,Right,"Ogata, Mikito",Left,2,1,0,Curveball,StrikeCalled,,107,3
47,2026/2/1,4,3,安田,Right,"Ogata, Mikito",Left,2,1,1,ChangeUp,BallCalled,,113,3
48,2026/2/1,4,4,安田,Right,"Ogata, Mikito",Left,2,2,1,ChangeUp,StrikeSwinging,,123,3
49,2026/2/1,4,5,安田,Right,"Ogata, Mikito",Left,2,2,2,ChangeUp,FoulBallFieldable,,124,3
50,2026/2/1,4,6,安田,Right,"Ogata, Mikito",Left,2,2,2,ChangeUp,StrikeSwinging,Out,124,3
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,2026/2/1,1,1,齋藤士,Right,"Nakamura, Rioto",Right,0,0,0,Fastball,InPlay,Single,144,0
2,2026/2/1,2,1,齋藤士,Right,"Ogata, Mikito",Left,0,0,0,Fastball,BallCalled,,144,1
3,2026/2/1,2,2,齋藤士,Right,"Ogata, Mikito",Left,0,1,0,Fastball,FoulBallFieldable,,144,1
4,2026/2/1,2,3,齋藤士,Right,"Ogata, Mikito",Left,0,1,1,Fastball,StrikeCalled,,142,1
5,2026/2/1,2,4,齋藤士,Right,"Ogata, Mikito",Left,0,1,2,Slider,InPlay,Double,101,1
6,2026/2/1,3,1,齋藤士,Right,"Izakura, Yuto",Left,0,0,0,Fastball,FoulBallFieldable,,145,2.3
7,2026/2/1,3,2,齋藤士,Right,"Izakura, Yuto",Left,0,0,1,Cutter,StrikeCalled,,134,2.3
8,2026/2/1,3,3,齋藤士,Right,"Izakura, Yuto",Left,0,0,2,Fastball,BallCalled,,147,2.3
9,2026/2/1,3,4,齋藤士,Right,"Izakura, Yuto",Left,0,1,2,Cutter,BallCalled,,135,2.3
10,2026/2/1,3,5,齋藤士,Right,"Izakura, Yuto",Left,0,2,2,Fastball,InPlay,Single,148,2.3
11,2026/2/1,4,1,齋藤士,Right,"Iwasaki, Ryo",Right,0,0,0,Fastball,BallCalled,,146,1.3
12,2026/2/1,4,2,齋藤士,Right,"Iwasaki, Ryo",Right,0,1,0,Fastball,StrikeCalled,,148,1.3
13,2026/2/1,4,3,齋藤士,Right,"Iwasaki, Ryo",Right,0,1,1,Cutter,FoulBallFieldable,,137,2.3
14,2026/2/1,4,4,齋藤士,Right,"Iwasaki, Ryo",Right,0,1,2,Splitter,InPlay,Out,134,2.3
15,2026/2/1,5,1,齋藤士,Right,"Sato, Kanya",Left,1,0,0,Fastball,FoulBallFieldable,,147,2.3
16,2026/2/1,5,2,齋藤士,Right,"Sato, Kanya",Left,1,0,1,Slider,InPlay,Single,137,2.3
17,2026/2/1,6,1,齋藤士,Right,"Kurosu, Shintaro",Left,1,0,0,Fastball,StrikeSwinging,,146,1
18,2026/2/1,6,2,齋藤士,Right,"Kurosu, Shintaro",Left,2,0,1,Slider,BallCalled,,131,0
19,2026/2/1,6,3,齋藤士,Right,"Kurosu, Shintaro",Left,2,1,1,Slider,StrikeCalled,,122,0
20,2026/2/1,6,4,齋藤士,Right,"Kurosu, Shintaro",Left,2,1,2,Fastball,FoulBallFieldable,,146,0
21,2026/2/1,6,5,齋藤士,Right,"Kurosu, Shintaro",Left,2,1,2,Slider,FoulBallFieldable,,133,0
22,2026/2/1,6,6,齋藤士,Right,"Kurosu, Shintaro",Left,2,1,2,Fastball,BallCalled,,146,0
23,2026/2/1,6,7,齋藤士,Right,"Kurosu, Shintaro",Left,2,2,2,Splitter,InPlay,Out,122,0
24,2026/2/1,1,1,齋藤士,Right,"Shimo, Yuta",Right,0,0,0,Slider,BallCalled,,120,0
25,2026/2/1,1,2,齋藤士,Right,"Shimo, Yuta",Right,0,1,0,Fastball,BallCalled,,142,0
26,2026/2/1,1,3,齋藤士,Right,"Shimo, Yuta",Right,0,2,0,Fastball,StrikeCalled,,142,0
27,2026/2/1,1,4,齋藤士,Right,"Shimo, Yuta",Right,0,2,1,Fastball,StrikeCalled,,146,0
28,2026/2/1,1,5,齋藤士,Right,"Shimo, Yuta",Right,0,2,2,Fastball,InPlay,Out,,0
29,2026/2/1,2,1,齋藤士,Right,"Ibaraki, Ryunosuke",Left,1,0,0,Fastball,FoulBallFieldable,,144,0
30,2026/2/1,2,2,齋藤士,Right,"Ibaraki, Ryunosuke",Left,1,0,1,Slider,InPlay,Out,125,0
31,2026/2/1,3,1,齋藤士,Right,"Yamamoto, Aoi",Left,2,0,0,Slider,BallCalled,,125,0
32,2026/2/1,3,2,齋藤士,Right,"Yamamoto, Aoi",Left,2,1,0,Fastball,StrikeCalled,,145,0
33,2026/2/1,3,3,齋藤士,Right,"Yamamoto, Aoi",Left,2,1,1,Fastball,StrikeCalled,,144,0
34,2026/2/1,3,4,齋藤士,Right,"Yamamoto, Aoi",Left,2,1,2,Slider,BallCalled,,130,0
35,2026/2/1,3,5,齋藤士,Right,"Yamamoto, Aoi",Left,2,2,2,Slider,InPlay,Out,135,0
36,2026/2/1,1,1,齋藤士,Right,"Komuro, Sota",Right,0,0,0,Slider,InPlay,Out,133,0
1,2026/2/1,1,1,小松一,Right,"Izakura, Yuto",Left,0,0,0,Fastball,BallCalled,,138,0
2,2026/2/1,1,2,小松一,Right,"Izakura, Yuto",Left,0,1,0,Fastball,BallCalled,,139,0
3,2026/2/1,1,3,小松一,Right,"Izakura, Yuto",Left,0,2,0,Fastball,InPlay,Out,,0
4,2026/2/1,2,1,小松一,Right,"Iwasaki, Ryo",Right,1,0,0,Fastball,BallCalled,,140,0
5,2026/2/1,2,2,小松一,Right,"Iwasaki, Ryo",Right,1,1,0,Fastball,BallCalled,,141,0
6,2026/2/1,2,3,小松一,Right,"Iwasaki, Ryo",Right,1,2,0,Slider,StrikeCalled,,129,0
7,2026/2/1,2,4,小松一,Right,"Iwasaki, Ryo",Right,1,2,1,Slider,StrikeCalled,,130,0
8,2026/2/1,2,5,小松一,Right,"Iwasaki, Ryo",Right,1,2,2,Fastball,StrikeSwinging,Out,141,0
9,2026/2/1,3,1,小松一,Right,"Sato, Kanya",Left,2,0,0,Fastball,BallCalled,,137,0
10,2026/2/1,3,2,小松一,Right,"Sato, Kanya",Left,2,1,0,Fastball,FoulBallFieldable,,137,0
11,2026/2/1,3,3,小松一,Right,"Sato, Kanya",Left,2,1,1,Splitter,StrikeSwinging,,124,0
12,2026/2/1,3,4,小松一,Right,"Sato, Kanya",Left,2,1,2,Fastball,FoulBallFieldable,,143,0
13,2026/2/1,3,5,小松一,Right,"Sato, Kanya",Left,2,1,2,Splitter,BallCalled,,129,0
14,2026/2/1,3,6,小松一,Right,"Sato, Kanya",Left,2,2,2,Fastball,BallCalled,,142,0
15,2026/2/1,3,7,小松一,Right,"Sato, Kanya",Left,2,3,2,Fastball,BallCalled,Undefined,137,0
16,2026/2/1,4,1,小松一,Right,"Kurosu, Shintaro",Left,2,0,0,Slider,BallCalled,,129,1
17,2026/2/1,4,2,小松一,Right,"Kurosu, Shintaro",Left,2,1,0,Slider,StrikeCalled,,129,1
18,2026/2/1,4,3,小松一,Right,"Kurosu, Shintaro",Left,2,1,1,Fastball,InPlay,Out,138,2
19,2026/2/1,1,1,小松一,Right,"Shimo, Yuta",Right,0,0,0,Curveball,StrikeCalled,,104,0
20,2026/2/1,1,2,小松一,Right,"Shimo, Yuta",Right,0,0,1,Curveball,BallCalled,,106,0
21,2026/2/1,1,3,小松一,Right,"Shimo, Yuta",Right,0,1,1,Slider,StrikeCalled,,130,0
22,2026/2/1,1,4,小松一,Right,"Shimo, Yuta",Right,0,1,2,Fastball,FoulBallFieldable,,143,0
23,2026/2/1,1,5,小松一,Right,"Shimo, Yuta",Right,0,1,2,Slider,InPlay,Out,134,0
24,2026/2/1,2,1,小松一,Right,"Ibaraki, Ryunosuke",Left,1,0,0,Fastball,BallCalled,,,0
25,2026/2/1,2,2,小松一,Right,"Ibaraki, Ryunosuke",Left,1,1,0,Fastball,InPlay,Out,,0
26,2026/2/1,3,1,小松一,Right,"Okoshi, Rui",Right,2,0,0,Fastball,InPlay,Out,141,0
27,2026/2/1,1,1,小松一,Right,"Esaki, Taiyo",Left,0,0,0,Fastball,FoulBallFieldable,,136,0
28,2026/2/1,1,2,小松一,Right,"Esaki, Taiyo",Left,0,0,1,Fastball,BallCalled,,138,0
29,2026/2/1,1,3,小松一,Right,"Esaki, Taiyo",Left,0,1,1,Fastball,InPlay,Single,140,0
30,2026/2/1,2,1,小松一,Right,"Yamamoto, Aoi",Left,0,0,0,Splitter,FoulBallFieldable,,131,1
31,2026/2/1,2,2,小松一,Right,"Yamamoto, Aoi",Left,0,0,1,Fastball,InPlay,Sacrifice,,1
32,2026/2/1,3,1,小松一,Right,"Komuro, Sota",Right,1,0,0,Fastball,BallCalled,,,2
33,2026/2/1,3,2,小松一,Right,"Komuro, Sota",Right,1,1,0,Fastball,StrikeCalled,,139,2
34,2026/2/1,3,3,小松一,Right,"Komuro, Sota",Right,1,1,1,Slider,StrikeSwinging,,131,2
35,2026/2/1,3,4,小松一,Right,"Komuro, Sota",Right,1,1,2,Fastball,FoulBallFieldable,,144,2
36,2026/2/1,3,5,小松一,Right,"Komuro, Sota",Right,1,1,2,Fastball,InPlay,Error,136,2
37,2026/2/1,4,1,小松一,Right,"Sato, Kanya",Left,1,0,0,Fastball,BallCalled,,140,1.3
38,2026/2/1,4,2,小松一,Right,"Sato, Kanya",Left,1,1,0,Splitter,StrikeCalled,,134,1.3
39,2026/2/1,4,3,小松一,Right,"Sato, Kanya",Left,1,1,1,Splitter,BallCalled,,127,1.3
40,2026/2/1,4,4,小松一,Right,"Sato, Kanya",Left,1,2,1,Slider,InPlay,Out,130,1.3
1,2026/2/1,1,1,佐宗,Left,"Suda, Yuki",Left,0,0,0,Fastball,BallCalled,,137,0
2,2026/2/1,1,2,佐宗,Left,"Suda, Yuki",Left,0,1,0,Slider,StrikeCalled,,124,0
3,2026/2/1,1,3,佐宗,Left,"Suda, Yuki",Left,0,1,1,Fastball,FoulBallFieldable,,139,0
4,2026/2/1,1,4,佐宗,Left,"Suda, Yuki",Left,0,1,2,Slider,BallCalled,,125,0
5,2026/2/1,1,5,佐宗,Left,"Suda, Yuki",Left,0,2,2,Fastball,FoulBallFieldable,,136,0
6,2026/2/1,1,6,佐宗,Left,"Suda, Yuki",Left,0,2,2,Fastball,StrikeCalled,Out,,0
7,2026/2/1,2,1,佐宗,Left,"Yamane, Juntaro",Right,1,0,0,Curveball,StrikeCalled,,105,0
8,2026/2/1,2,2,佐宗,Left,"Yamane, Juntaro",Right,1,0,1,Fastball,StrikeCalled,,139,0
9,2026/2/1,2,3,佐宗,Left,"Yamane, Juntaro",Right,1,0,2,ChangeUp,BallCalled,,124,0
10,2026/2/1,2,4,佐宗,Left,"Yamane, Juntaro",Right,1,1,2,Fastball,StrikeCalled,Out,141,0
11,2026/2/1,3,1,佐宗,Left,"Okanishi, Yuya",Left,2,0,0,Fastball,,,,0
12,2026/2/1,3,2,佐宗,Left,"Okanishi, Yuya",Left,2,0,0,Fastball,StrikeCalled,,140,0
13,2026/2/1,3,3,佐宗,Left,"Okanishi, Yuya",Left,2,0,1,Slider,InPlay,Single,124,0
14,2026/2/1,4,1,佐宗,Left,"Terao, Kensei",Right,2,0,0,Fastball,BallCalled,,135,1
15,2026/2/1,4,2,佐宗,Left,"Terao, Kensei",Right,2,1,0,Slider,BallCalled,,116,1
16,2026/2/1,4,3,佐宗,Left,"Terao, Kensei",Right,2,2,0,Fastball,FoulBallFieldable,,134,1
17,2026/2/1,4,4,佐宗,Left,"Terao, Kensei",Right,2,2,1,Fastball,StrikeCalled,,135,1
18,2026/2/1,4,5,佐宗,Left,"Terao, Kensei",Right,2,2,2,Slider,BallCalled,,126,1
19,2026/2/1,4,6,佐宗,Left,"Terao, Kensei",Right,2,3,2,Fastball,BallCalled,Undefined,136,1
20,2026/2/1,5,1,佐宗,Left,"Okoshi, Rui",Right,2,0,0,Splitter,FoulBallFieldable,,131,1.2
21,2026/2/1,5,2,佐宗,Left,"Okoshi, Rui",Right,2,0,1,Splitter,StrikeCalled,,131,1.2
22,2026/2/1,5,3,佐宗,Left,"Okoshi, Rui",Right,2,0,2,Slider,StrikeCalled,Out,121,1.2
23,2026/2/1,1,1,佐宗,Left,"Esaki, Taiyo",Left,0,0,0,Fastball,StrikeCalled,,135,0
24,2026/2/1,1,2,佐宗,Left,"Esaki, Taiyo",Left,0,0,1,Fastball,BallCalled,,138,0
25,2026/2/1,1,3,佐宗,Left,"Esaki, Taiyo",Left,0,1,1,Slider,StrikeCalled,,118,0
26,2026/2/1,1,4,佐宗,Left,"Esaki, Taiyo",Left,0,1,2,Fastball,FoulBallFieldable,,139,0
27,2026/2/1,1,5,佐宗,Left,"Esaki, Taiyo",Left,0,1,2,Slider,StrikeSwinging,Out,123,0
28,2026/2/1,2,1,佐宗,Left,"Mito, Sota",Left,1,0,0,Fastball,BallCalled,,135,0
29,2026/2/1,2,2,佐宗,Left,"Mito, Sota",Left,1,1,0,Fastball,BallCalled,,136,0
30,2026/2/1,2,3,佐宗,Left,"Mito, Sota",Left,1,2,0,Slider,BallCalled,,124,0
31,2026/2/1,2,4,佐宗,Left,"Mito, Sota",Left,1,3,0,Slider,BallCalled,,121,0
32,2026/2/1,2,5,佐宗,Left,"Mito, Sota",Left,1,0,0,Splitter,InPlay,Out,133,0
33,2026/2/1,3,1,佐宗,Left,"Nagata, Hyuga",Right,2,0,0,Splitter,InPlay,Out,133,0
34,2026/2/1,1,1,佐宗,Left,"Kaneko, Daichi",Right,0,0,0,Splitter,StrikeCalled,,133,0
35,2026/2/1,1,2,佐宗,Left,"Kaneko, Daichi",Right,0,0,1,Fastball,StrikeCalled,,137,0
36,2026/2/1,1,3,佐宗,Left,"Kaneko, Daichi",Right,0,0,2,Slider,StrikeSwinging,Out,124,0
37,2026/2/1,2,1,佐宗,Left,"Terao, Kensei",Right,1,0,0,Fastball,InPlay,Out,135,0
1,2026/2/1,1,1,髙橋煌,Right,"Suda, Yuki",Left,0,0,0,Slider,BallCalled,,126,0
2,2026/2/1,1,2,髙橋煌,Right,"Suda, Yuki",Left,0,1,0,OneSeam,BallCalled,,145,0
3,2026/2/1,1,3,髙橋煌,Right,"Suda, Yuki",Left,0,2,0,OneSeam,BallCalled,,146,0
4,2026/2/1,1,4,髙橋煌,Right,"Suda, Yuki",Left,0,3,0,OneSeam,StrikeCalled,,145,0
5,2026/2/1,1,5,髙橋煌,Right,"Suda, Yuki",Left,0,3,1,Fastball,BallCalled,Undefined,144,0
6,2026/2/1,2,1,髙橋煌,Right,"Yamane, Juntaro",Right,0,0,0,Fastball,StrikeCalled,,144,1
7,2026/2/1,2,2,髙橋煌,Right,"Yamane, Juntaro",Right,0,0,1,Cutter,StrikeCalled,,134,1
8,2026/2/1,2,3,髙橋煌,Right,"Yamane, Juntaro",Right,0,0,2,Fastball,InPlay,Out,147,1
9,2026/2/1,3,1,髙橋煌,Right,"Okanishi, Yuya",Left,1,0,0,Fastball,BallCalled,,146,1
10,2026/2/1,3,2,髙橋煌,Right,"Okanishi, Yuya",Left,1,1,0,Fastball,InPlay,Out,142,1
11,2026/2/1,4,1,髙橋煌,Right,"Terao, Kensei",Right,2,0,0,Cutter,StrikeCalled,,132,1
12,2026/2/1,4,2,髙橋煌,Right,"Terao, Kensei",Right,2,0,1,Cutter,StrikeSwinging,,133,2
13,2026/2/1,4,3,髙橋煌,Right,"Terao, Kensei",Right,2,0,2,Fastball,FoulBallFieldable,,147,2
14,2026/2/1,4,4,髙橋煌,Right,"Terao, Kensei",Right,2,0,2,Fastball,StrikeSwinging,Out,147,2
